Source	ID	Label	Parent ID	Parent Label	Related
go	GO:0030041	actin filament polymerization	GO:0008150	biological_process	
go	GO:0030097	hemopoiesis	GO:0008150	biological_process	
go	GO:0032601	connective tissue growth factor production	GO:0001816	cytokine production	
go	GO:0032602	chemokine production	GO:0001816	cytokine production	
go	GO:0032604	granulocyte macrophage colony-stimulating factor production	GO:0001816	cytokine production	
go	GO:0032605	hepatocyte growth factor production	GO:0001816	cytokine production	
go	GO:0032606	type I interferon production	GO:0001816	cytokine production	
go	GO:0032607	interferon-alpha production			ancestors
go	GO:0032608	interferon-beta production	GO:0001816	cytokine production	
go	GO:0032609	interferon-gamma production	GO:0001816	cytokine production	
go	GO:0032610	interleukin-1 alpha production	GO:0032612	interleukin-1 production	
go	GO:0032611	interleukin-1 beta production	GO:0032612	interleukin-1 production	
go	GO:0032612	interleukin-1 production	GO:0001816	cytokine production	
go	GO:0032613	interleukin-10 production	GO:0001816	cytokine production	
go	GO:0032614	interleukin-11 production	GO:0001816	cytokine production	
go	GO:0032615	interleukin-12 production	GO:0001816	cytokine production	
go	GO:0032616	interleukin-13 production	GO:0001816	cytokine production	
go	GO:0032617	interleukin-14 production	GO:0001816	cytokine production	
go	GO:0032618	interleukin-15 production	GO:0001816	cytokine production	
go	GO:0032619	interleukin-16 production	GO:0001816	cytokine production	
go	GO:0032620	interleukin-17 production	GO:0001816	cytokine production	
go	GO:0032621	interleukin-18 production	GO:0001816	cytokine production	
go	GO:0032622	interleukin-19 production	GO:0001816	cytokine production	
go	GO:0032623	interleukin-2 production	GO:0001816	cytokine production	
go	GO:0032624	interleukin-20 production	GO:0001816	cytokine production	
go	GO:0032625	interleukin-21 production	GO:0001816	cytokine production	
go	GO:0032626	interleukin-22 production	GO:0001816	cytokine production	
go	GO:0032627	interleukin-23 production	GO:0001816	cytokine production	
go	GO:0032628	interleukin-24 production	GO:0001816	cytokine production	
go	GO:0032629	interleukin-25 production	GO:0001816	cytokine production	
go	GO:0032630	interleukin-26 production	GO:0001816	cytokine production	
go	GO:0032631	interleukin-27 production	GO:0001816	cytokine production	
go	GO:0032632	interleukin-3 production	GO:0001816	cytokine production	
go	GO:0032633	interleukin-4 production	GO:0001816	cytokine production	
go	GO:0032634	interleukin-5 production	GO:0001816	cytokine production	
go	GO:0032635	interleukin-6 production	GO:0001816	cytokine production	
go	GO:0032636	interleukin-7 production	GO:0001816	cytokine production	
go	GO:0032637	interleukin-8 production	GO:0001816	cytokine production	
go	GO:0032638	interleukin-9 production	GO:0001816	cytokine production	
go	GO:0032639	TRAIL production	GO:0001816	cytokine production	
go	GO:0032640	tumor necrosis factor production	GO:0071706	tumor necrosis factor superfamily cytokine production	
go	GO:0032641	lymphotoxin A production	GO:0071706	tumor necrosis factor superfamily cytokine production	
go	GO:0032905	transforming growth factor beta1 production	GO:0001816	cytokine production	
go	GO:0032906	transforming growth factor beta2 production	GO:0001816	cytokine production	
go	GO:0032907	transforming growth factor beta3 production	GO:0001816	cytokine production	
go	GO:0032991	macromolecular complex	BFO:0000040	material entity	
go	GO:0033036	macromolecule localization	GO:0008150	biological_process	
go	GO:0034061	DNA polymerase activity	GO:0003824	catalytic activity	
go	GO:0034343	type III interferon production	GO:0001816	cytokine production	
go	GO:0035393	chemokine (C-X-C motif) ligand 9 production	GO:0032602	chemokine production	
go	GO:0035397	helper T cell enhancement of adaptive immune response	GO:0002250	adaptive immune response	
go	GO:0035398	helper T cell enhancement of T cell mediated immune response	GO:0035397	helper T cell enhancement of adaptive immune response	
go	GO:0035399	helper T cell enhancement of B cell mediated immune response	GO:0035397	helper T cell enhancement of adaptive immune response	
go	GO:0035746	granzyme A production	GO:0008150	biological_process	
go	GO:0035944	perforin production	GO:0008150	biological_process	
go	GO:0036262	granulysin production	GO:0008150	biological_process	
go	GO:0036392	chemokine (C-C motif) ligand 20 production			ancestors
go	GO:0040029	regulation of gene expression, epigenetic	GO:0040030	regulation of molecular function, epigenetic	
go	GO:0040030	regulation of molecular function, epigenetic	GO:0008150	biological_process	
go	GO:0042098	T cell proliferation	GO:0008283	cell population proliferation	
go	GO:0042101	T cell receptor complex	GO:0032991	macromolecular complex	
go	GO:0042110	T cell activation	GO:0008150	biological_process	
go	GO:0042571	immunoglobulin complex, circulating	GO:0019814	immunoglobulin complex	
go	GO:0042575	DNA polymerase complex	GO:0032991	macromolecular complex	
go	GO:0042605	peptide antigen binding	GO:0003823	antigen binding	
go	GO:0042611	MHC protein complex	GO:0032991	macromolecular complex	
go	GO:0043227	membrane-bounded organelle	GO:0005575	cellular_component	
go	GO:0043316	cytotoxic T cell degranulation	GO:0001906	cell killing	
go	GO:0043565	sequence-specific DNA binding	OBI:0001588		
go	GO:0044030	regulation of DNA methylation	GO:0040030	regulation of molecular function, epigenetic	
go	GO:0044807	macrophage migration inhibitory factor production			ancestors
go	GO:0044808	oncostatin M production			ancestors
go	GO:0044809	chemokine (C-C motif) ligand 17 production			ancestors
go	GO:0048869	cellular developmental process	GO:0008150	biological_process	
go	GO:0050896	response to stimulus	GO:0008150	biological_process	
go	GO:0051276	chromosome organization	GO:0008150	biological_process	
go	GO:0052689	CES1trimer hydrolyses ACEI pro-drugs to ACEIs	GO:0003824	catalytic activity	
go	GO:0070288	ferritin complex			ancestors
go	GO:0070358	actin polymerization-dependent cell motility	GO:0008150	biological_process	
go	GO:0071604	transforming growth factor beta production	GO:0001816	cytokine production	
go	GO:0071605	monocyte chemotactic protein-1 production	GO:0032602	chemokine production	
go	GO:0071606	chemokine (C-C motif) ligand 4 production	GO:0032602	chemokine production	
go	GO:0071607	macrophage inflammatory protein-1 gamma production	GO:0032602	chemokine production	
go	GO:0071608	macrophage inflammatory protein-1 alpha production	GO:0032602	chemokine production	
go	GO:0071609	chemokine (C-C motif) ligand 5 production	GO:0032602	chemokine production	
go	GO:0071610	chemokine (C-C motif) ligand 1 production	GO:0032602	chemokine production	
go	GO:0071611	granulocyte colony-stimulating factor production	GO:0001816	cytokine production	
go	GO:0071612	IP-10 production	GO:0032602	chemokine production	
go	GO:0071613	granzyme B production	GO:0008150	biological_process	
go	GO:0071706	tumor necrosis factor superfamily cytokine production	GO:0001816	cytokine production	
go	GO:0071735	IgG immunoglobulin complex			ancestors
go	GO:0071742	IgE immunoglobulin complex			ancestors
go	GO:0071745	IgA immunoglobulin complex			ancestors
go	GO:0071753	IgM immunoglobulin complex			ancestors
go	GO:0071924	chemokine (C-C motif) ligand 22 production	GO:0032602	chemokine production	
go	GO:0072535	tumor necrosis factor (ligand) superfamily member 11 production	GO:0071706	tumor necrosis factor superfamily cytokine production	
go	GO:0097087	interleukin-17A production	GO:0032620	interleukin-17 production	
go	GO:0097088	interleukin-17F production	GO:0032620	interleukin-17 production	
go	GO:0097278	complement-dependent cytotoxicity	GO:0001906	cell killing	
go	GO:0097280	histamine secretion mediated by immunoglobulin	GO:0006955	immune response	
go	GO:0097281	immune complex formation	GO:0016064	immunoglobulin mediated immune response	
go	GO:0097282	immunoglobulin-mediated neutralization	GO:0016064	immunoglobulin mediated immune response	
go	GO:0097388	chemokine (C-C motif) ligand 19 production	GO:0032602	chemokine production	
go	GO:0097389	chemokine (C-C motif) ligand 21 production	GO:0032602	chemokine production	
go	GO:0097390	chemokine (C-X-C motif) ligand 12 production	GO:0032602	chemokine production	
go	GO:0097391	chemokine (C-X-C motif) ligand 13 production	GO:0032602	chemokine production	
go	GO:0097392	chemokine (C-X-C motif) ligand 16 production	GO:0032602	chemokine production	
